Movie,Rating,Genre,Director,Actor1,Actor2,Budget,Revenue_US,Revenue_World,Date
Envy,4.8,Comedy,Barry Levinson,Ben Stiller,Jack Black,0,0,0,0
Consenting Adults,5.8,Crime,Alan J. Pakula,Kevin Kline,Mary Elizabeth Mastrantonio,0,0,0,0
Blood Creek,5.3,Action,Joel Schumacher,Henry Cavill,Dominic Purcell,0,0,0,0
Birdy,7.3,Drama,Alan Parker,Matthew Modine,Nicolas Cage,0,0,0,0
Bandidas,5.7,Action,Espen Sandberg,Joachim RÃ¸nning,Salma Hayek,0,0,0,0
Starlet,6.9,Drama,Sean Baker,Dree Hemingway,Besedka Johnson,0,0,0,0
Princess Protection Program,5.6,Comedy,Allison Liddi-Brown,Demi Lovato,Selena Gomez,0,0,0,0
Kung Fu Yoga,5.2,Action,Stanley Tong,Jackie Chan,Yixing Zhang,0,0,0,0
Flyboys,6.5,Action,Tony Bill,James Franco,Jean Reno,0,0,0,0
The End of the Tour,7.3,Biography,James Ponsoldt,Jason Segel,Jesse Eisenberg,0,0,0,0
4.3.2.1.,5.8,Crime,Mark Davis,Noel Clarke,Tamsin Egerton,0,0,0,0
Knightriders,6.3,Action,George A. Romero,Ed Harris,Gary Lahti,0,0,0,0
In Dreams,5.5,Drama,Neil Jordan,Annette Bening,Robert Downey Jr.,0,0,0,0
Malang,6.5,Action,Mohit Suri,Aditya Roy Kapoor,Anil Kapoor,0,0,0,0
Roll Bounce,6.1,Comedy,Malcolm D. Lee,Shad Moss,Nick Cannon,0,0,0,0
The Road to Wellville,5.9,Comedy,Alan Parker,Anthony Hopkins,Bridget Fonda,0,0,0,0
Thomas and the Magic Railroad,4.1,Adventure,Britt Allcroft,Alec Baldwin,Cody McMains,0,0,0,0
Dragnet,6,Comedy,Tom Mankiewicz,Dan Aykroyd,Tom Hanks,0,0,0,0
Appetite for Love,6.3,Comedy,David Mackay,Taylor Cole,Andrew W. Walker,0,0,0,0
I Give It a Year,5.7,Comedy,Dan Mazer,Rose Byrne,Rafe Spall,0,0,0,0
Into the Ashes,5.3,Action,Aaron Harvey,Frank Grillo,Marguerite Moreau,0,0,0,0
Paddleton,7.2,Comedy,Alex Lehmann,Christine Woods,Mark Duplass,0,0,0,0
Electric Dreams,6.5,Comedy,Steve Barron,Lenny von Dohlen,Virginia Madsen,0,0,0,0
Man Behind the Sun,6.1,Drama,Tun-Fei Mou,Jianxin Chen,Hsu Gou,0,0,0,0
Bleach,6.4,Action,Shinsuke Sato,SÃ´ta Fukushi,Hana Sugisaki,0,0,0,0
Action Point,5.1,Comedy,Tim Kirkby,Johnny Knoxville,Eleanor Worthington-Cox,0,0,0,0
Kenny,7.2,Comedy,Clayton Jacobson,Shane Jacobson,Travis Golland,0,0,0,0
Your Sister's Sister,6.7,Comedy,Lynn Shelton,Mark Duplass,Emily Blunt,0,0,0,0
Severance,6.5,Comedy,Christopher Smith,Danny Dyer,Laura Harris,0,0,0,0
Anna Karenina,6.4,Drama,Bernard Rose,Sophie Marceau,Sean Bean,0,0,0,0
Another 9Â½ Weeks,3,Drama,Anne Goursaud,Mickey Rourke,Agathe de La Fontaine,0,0,0,0
Before Night Falls,7.2,Biography,Julian Schnabel,Javier Bardem,Johnny Depp,0,0,0,0
Stone Cold,6,Action,Craig R. Baxley,Brian Bosworth,Lance Henriksen,0,0,0,0
The Machine,6.1,Action,Caradog W. James,Toby Stephens,Caity Lotz,0,0,0,0
Labyrinth of Passion,6.2,Comedy,Pedro AlmodÃ³var,Cecilia Roth,Imanol Arias,0,0,0,0
"Two Days, One Night",7.3,Drama,Luc Dardenne,Jean-Pierre Dardenne,Fabrizio Rongione,0,0,0,0
High School U.S.A.,5.6,Comedy,Rod Amateau,Michael J. Fox,Nancy McKeon,0,0,0,0
Loverboy,6.1,Comedy,Joan Micklin Silver,Patrick Dempsey,Kate Jackson,0,0,0,0
Playing by Heart,7,Comedy,Willard Carroll,Gillian Anderson,Ellen Burstyn,0,0,0,0
Sparkle,5.7,Drama,Salim Akil,Jordin Sparks Thomas,Carmen Ejogo,0,0,0,0
Murder in the First,7.3,Drama,Marc Rocco,Christian Slater,Kevin Bacon,0,0,0,0
In America,7.7,Drama,Jim Sheridan,Paddy Considine,Samantha Morton,0,0,0,0
Trees Lounge,7.1,Comedy,Steve Buscemi,Steve Buscemi,Carol Kane,0,0,0,0
The War,6.8,Drama,Jon Avnet,Elijah Wood,Kevin Costner,0,0,0,0
Whiteout,5.5,Action,Dominic Sena,Kate Beckinsale,Gabriel Macht,0,0,0,0
Going Overboard,1.8,Comedy,Valerie Breiman,Adam Sandler,Billy Bob Thornton,0,0,0,0
Poison Ivy II,4.5,Drama,Anne Goursaud,Alyssa Milano,Johnathon Schaech,0,0,0,0
Water Lilies,6.7,Drama,CÃ©line Sciamma,Pauline Acquart,Louise BlachÃ¨re,0,0,0,0
Black Sheep,5.8,Comedy,Jonathan King,Oliver Driver,Nathan Meister,0,0,0,0
Welcome to the Jungle,4.9,Action,Rob Meltzer,Jean-Claude Van Damme,Adam Brody,0,0,0,0
Diary of the Dead,5.6,Fantasy,George A. Romero,Michelle Morgan,Joshua Close,0,0,0,0
Beau travail,7.4,Drama,Claire Denis,Denis Lavant,Michel Subor,0,0,0,0
Hope,8.3,Drama,Joon-ik Lee,Re Lee,Kyung-gu Sol,0,0,0,0
Felon,7.4,Thriller,Ric Roman Waugh,Stephen Dorff,Marisol Nichols,0,0,0,0
Snow White: A Tale of Terror,6.2,Adventure,Michael Cohn,Sigourney Weaver,Sam Neill,0,0,0,0
Ã l'aventure,5.5,Drama,Jean-Claude Brisseau,Carole Brana,Arnaud Binard,0,0,0,0
London Boulevard,6.2,Crime,William Monahan,Colin Farrell,Keira Knightley,0,0,0,0
Thrashin',6.7,Action,David Winters,Josh Brolin,Robert Rusler,0,0,0,0
Cold of Kalandar,7.8,Drama,Mustafa Kara,Haydar Sisman,Nuray Yesilaraz,0,0,0,0
Playmobil: The Movie,4.9,Animation,Lino DiSalvo,Anya Taylor-Joy,Jim Gaffigan,0,0,0,0
Jolene,6.4,Drama,Dan Ireland,Jessica Chastain,Frances Fisher,0,0,0,0
Amulet,4.8,Horror,Romola Garai,Carla Juri,Alec Secareanu,0,0,0,0
Opera,7,Crime,Dario Argento,Cristina Marsillach,Ian Charleson,0,0,0,0
Big Trouble,6.5,Comedy,Barry Sonnenfeld,Tim Allen,Rene Russo,0,0,0,0
A Christmas Carol,6.8,Animation,Robert Zemeckis,Jim Carrey,Gary Oldman,0,0,0,0
Baby Boom,6.3,Comedy,Charles Shyer,Diane Keaton,Sam Shepard,0,0,0,0
Cool as Ice,2.9,Comedy,David Kellogg,Vanilla Ice,Kristin Minter,0,0,0,0
The Crow: Wicked Prayer,3,Action,Lance Mungia,Yuji Okumoto,Marcus Chong,0,0,0,0
Black Friday,8.5,Action,Anurag Kashyap,Kay Kay Menon,Pawan Malhotra,0,0,0,0
Shaun the Sheep Movie,7.3,Animation,Richard Starzak,Mark Burton,John Sparkes,0,0,0,0
The Con is On,4,Comedy,James Oakley,Dot Cosgrove,Uma Thurman,0,0,0,0
The Specials,7.4,Comedy,Ãric Toledano,Olivier Nakache,Reda Kateb,0,0,0,0
The War Zone,7.3,Drama,Tim Roth,Ray Winstone,Annabelle Apsion,0,0,0,0
Monkeybone,4.8,Animation,Henry Selick,Brendan Fraser,Bridget Fonda,0,0,0,0
Are You Here,5.3,Comedy,Matthew Weiner,Owen Wilson,Zach Galifianakis,0,0,0,0
The Odd Life of Timothy Green,6.6,Comedy,Peter Hedges,Jennifer Garner,Joel Edgerton,0,0,0,0
A Love Song for Bobby Long,7.1,Drama,Shainee Gabel,Scarlett Johansson,John Travolta,0,0,0,0
Are We There Yet?,4.7,Adventure,Brian Levant,Ice Cube,Nia Long,0,0,0,0
Father Figures,5.5,Comedy,Lawrence Sher,Owen Wilson,Ed Helms,0,0,0,0
Down and Out in Beverly Hills,6.2,Comedy,Paul Mazursky,Nick Nolte,Bette Midler,0,0,0,0
Vibes,5.8,Adventure,Ken Kwapis,Cyndi Lauper,Jeff Goldblum,0,0,0,0
Adu,6.7,Drama,Salvador Calvo,Luis Tosar,Ãlvaro Cervantes,0,0,0,0
Joyful Noise,5.8,Comedy,Todd Graff,Queen Latifah,Dolly Parton,0,0,0,0
Chained,6.4,Crime,Jennifer Lynch,Vincent D'Onofrio,Eamon Farren,0,0,0,0
From Justin to Kelly,2.1,Comedy,Robert Iscove,Kelly Clarkson,Justin Guarini,0,0,0,0
Hesher,7,Drama,Spencer Susser,Joseph Gordon-Levitt,Devin Brochu,0,0,0,0
Pirates,6.1,Adventure,Roman Polanski,Walter Matthau,Cris Campion,0,0,0,0
Satantango,8.4,Drama,BÃ©la Tarr,MihÃ¡ly Vig,Putyi HorvÃ¡th,0,0,0,0
Between Worlds,4,Fantasy,Maria Pulera,Nicolas Cage,Franka Potente,0,0,0,0
Tamara Drewe,6.2,Comedy,Stephen Frears,Gemma Arterton,Luke Evans,0,0,0,0
The Protector,7.1,Action,Prachya Pinkaew,Tony Jaa,Nathan Jones,0,0,0,0
Talvar,8.2,Crime,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,0,0,0,0
Brainstorm,6.4,Sci-Fi,Douglas Trumbull,Christopher Walken,Natalie Wood,0,0,0,0
USS Indianapolis: Men of Courage,5.3,Action,Mario Van Peebles,Nicolas Cage,Tom Sizemore,0,0,0,0
Cocoon: The Return,5.5,Adventure,Daniel Petrie,Don Ameche,Wilford Brimley,0,0,0,0
Jeruzalem,4.8,Horror,Yoav Paz,Doron Paz,Yon Tumarkin,0,0,0,0
Fever Pitch,6.7,Comedy,David Evans,Colin Firth,Ruth Gemmell,0,0,0,0
Baby Geniuses,2.7,Comedy,Bob Clark,Kathleen Turner,Christopher Lloyd,0,0,0,0
The Lure,6.3,Drama,Agnieszka Smoczynska,Marta Mazurek,Michalina Olszanska,0,0,0,0
Adventures in Babysitting,6.1,Adventure,John Schultz,Sabrina Carpenter,Sofia Carson,0,0,0,0
Year of the Dragon,6.9,Action,Michael Cimino,Mickey Rourke,John Lone,0,0,0,0
Halloweentown,6.7,Adventure,Duwayne Dunham,Debbie Reynolds,Kimberly J. Brown,0,0,0,0
Reindeer Games,5.8,Action,John Frankenheimer,Ben Affleck,Gary Sinise,0,0,0,0
Arthur,5.7,Comedy,Jason Winer,Russell Brand,Helen Mirren,0,0,0,0
The Festival,5.8,Comedy,Iain Morris,Joe Thomas,Hannah Tointon,0,0,0,0
Sightseers,6.5,Adventure,Ben Wheatley,Alice Lowe,Kenneth Hadley,0,0,0,0
Bitch Slap,4.5,Action,Rick Jacobson,Julia Voth,Erin Cummings,0,0,0,0
Parkland,6.4,Drama,Peter Landesman,Zac Efron,Tom Welling,0,0,0,0
Left Behind: The Movie,4.5,Action,Vic Sarin,Kirk Cameron,Brad Johnson,0,0,0,0
Dear Zindagi,7.6,Drama,Gauri Shinde,Alia Bhatt,Shah Rukh Khan,0,0,0,0
White Palace,6.5,Drama,Luis Mandoki,Susan Sarandon,James Spader,0,0,0,0
Monkey Shines,6.2,Drama,George A. Romero,Jason Beghe,John Pankow,0,0,0,0
My Best Friend's Birthday,5.6,Comedy,Quentin Tarantino,Craig Hamann,Quentin Tarantino,0,0,0,0
Postcards from the Edge,6.7,Comedy,Mike Nichols,Meryl Streep,Shirley MacLaine,0,0,0,0
Problem Child 2,4.9,Comedy,Brian Levant,John Ritter,Michael Oliver,0,0,0,0
Grey Gardens,7.4,Biography,Michael Sucsy,Drew Barrymore,Jessica Lange,0,0,0,0
The Sentinel,6.1,Action,Clark Johnson,Michael Douglas,Kiefer Sutherland,0,0,0,0
The Seeker: The Dark Is Rising,4.8,Adventure,David L. Cunningham,Alexander Ludwig,Ian McShane,0,0,0,0
Driveways,7.3,Drama,Andrew Ahn,Lucas Jaye,Hong Chau,0,0,0,0
Venus,7.1,Comedy,Roger Michell,Peter O'Toole,Jodie Whittaker,0,0,0,0
Instructions Not Included,7.5,Comedy,Eugenio Derbez,Eugenio Derbez,Karla Souza,0,0,0,0
Dil Se..,7.6,Drama,Mani Ratnam,Shah Rukh Khan,Manisha Koirala,0,0,0,0
Looking Glass,4.6,Mystery,Tim Hunter,Nicolas Cage,Robin Tunney,0,0,0,0
Angel Eyes,5.6,Drama,Luis Mandoki,Jennifer Lopez,Jim Caviezel,0,0,0,0
American Heist,5,Action,Sarik Andreasyan,Hayden Christensen,Earl Minor,0,0,0,0
O,6.1,Drama,Tim Blake Nelson,Mekhi Phifer,Julia Stiles,0,0,0,0
The Boy Who Could Fly,6.6,Drama,Nick Castle,Lucy Deakins,Jay Underwood,0,0,0,0
The Isle,7,Drama,Kim Ki-duk,Jung Suh,Yu-seok Kim,0,0,0,0
Deathstroke Knights & Dragons: The Movie,6.4,Animation,Sung Jin Ahn,Chris Jai Alex,Sasha Alexander,0,0,0,0
Tag,6.1,Action,Sion Sono,Reina Triendl,Mariko Shinoda,0,0,0,0
Shag,6.5,Comedy,Zelda Barron,Phoebe Cates,Bridget Fonda,0,0,0,0
Pet,5.7,Horror,Carles Torrens,Dominic Monaghan,Ksenia Solo,0,0,0,0
Thappad,6.8,Drama,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,0,0,0,0
A Good Marriage,5.2,Crime,Peter Askin,Joan Allen,Anthony LaPaglia,0,0,0,0
Disappearance at Clifton Hill,5.5,Drama,Albert Shin,Addison Tymec,Mikayla Radan,0,0,0,0
Blue Night,4.4,Drama,Fabien Constant,Sarah Jessica Parker,Simon Baker,0,0,0,0
The Quake,6.2,Action,John Andreas Andersen,Kristoffer Joner,Ane Dahl Torp,0,0,0,0
My Family,7.3,Drama,Gregory Nava,Jimmy Smits,Esai Morales,0,0,0,0
Primary Colors,6.6,Comedy,Mike Nichols,John Travolta,Emma Thompson,0,0,0,0
New York Stories,6.4,Comedy,Francis Ford Coppola,Woody Allen,Nick Nolte,0,0,0,0
Short Circuit 2,5.8,Comedy,Kenneth Johnson,Fisher Stevens,Michael McKean,0,0,0,0
The Believer,7.1,Drama,Henry Bean,Ryan Gosling,Summer Phoenix,0,0,0,0
The Way of the Gun,6.7,Action,Christopher McQuarrie,Ryan Phillippe,Benicio Del Toro,0,0,0,0
The Luck of the Irish,6.2,Adventure,Paul Hoen,Ryan Merriman,Henry Gibson,0,0,0,0
Madame Bovary,5.7,Drama,Sophie Barthes,Mia Wasikowska,Rhys Ifans,0,0,0,0
The Crimson Rivers,6.9,Crime,Mathieu Kassovitz,Jean Reno,Vincent Cassel,0,0,0,0
Primeval,4.8,Action,Michael Katleman,Dominic Purcell,Orlando Jones,0,0,0,0
It's Such a Beautiful Day,8.3,Animation,none,none,none,0,0,0,0
The Tortured,5.5,Horror,Robert Lieberman,Erika Christensen,Jesse Metcalfe,0,0,0,0
Fearless,4.9,Animation,Cory Edwards,Yara Shahidi,Miles Robbins,0,0,0,0
The Angriest Man in Brooklyn,5.7,Comedy,Phil Alden Robinson,Robin Williams,Mila Kunis,0,0,0,0
The Whistlers,6.3,Comedy,Corneliu Porumboiu,Vlad Ivanov,Catrinel Marlon,0,0,0,0
Bad Ben,5.4,Comedy,none,none,none,0,0,0,0
Gambit,5.7,Comedy,Michael Hoffman,Colin Firth,Cameron Diaz,0,0,0,0
Clockers,6.9,Crime,Spike Lee,Harvey Keitel,John Turturro,0,0,0,0
Blizzard of Souls,7.7,Drama,Dzintars Dreibergs,Oto Brantevics,Greta Trusina,0,0,0,0
A Kid in King Arthur's Court,4.7,Adventure,Michael Gottlieb,Thomas Ian Nicholas,Joss Ackland,0,0,0,0
A Life Less Ordinary,6.4,Comedy,Danny Boyle,Cameron Diaz,Ewan McGregor,0,0,0,0
Catchfire,5.4,Action,Dennis Hopper,Dennis Hopper,Jodie Foster,0,0,0,0
World's Greatest Dad,6.9,Comedy,Bobcat Goldthwait,Robin Williams,Daryl Sabara,0,0,0,0
Max Keeble's Big Move,5.4,Comedy,Tim Hill,Alex D. Linz,Larry Miller,0,0,0,0
Vamps,5.2,Comedy,Amy Heckerling,Alicia Silverstone,Krysten Ritter,0,0,0,0
Must Love Dogs,5.9,Comedy,Gary David Goldberg,Diane Lane,John Cusack,0,0,0,0
The Best of Youth,8.5,Drama,Marco Tullio Giordana,Luigi Lo Cascio,Alessio Boni,0,0,0,0
The Rookie,5.9,Action,Clint Eastwood,Clint Eastwood,Charlie Sheen,0,0,0,0
Flame & Citron,7.3,Action,Ole Christian Madsen,Thure Lindhardt,Mads Mikkelsen,0,0,0,0
Ready to Wear,5.2,Comedy,Robert Altman,Sophia Loren,Julia Roberts,0,0,0,0
They Came Together,5.6,Comedy,David Wain,Paul Rudd,Amy Poehler,0,0,0,0
Quest for Camelot,6.4,Animation,Frederik Du Chau,Jessalyn Gilsig,Cary Elwes,0,0,0,0
A Harvest Wedding,6.6,Comedy,Steven R. Monroe,Jill Wagner,Victor Webster,0,0,0,0
Queen,8.2,Adventure,Vikas Bahl,Kangana Ranaut,Rajkummar Rao,0,0,0,0
The Legend of Tomiris,4.8,Action,Akan Satayev,Almira Tursyn,Adil Akhmetov,0,0,0,0
8 Seconds,6.6,Biography,John G. Avildsen,Luke Perry,Stephen Baldwin,0,0,0,0
10 to Midnight,6.4,Crime,J. Lee Thompson,Charles Bronson,Lisa Eilbacher,0,0,0,0
Yogi Bear,4.6,Animation,Eric Brevig,Dan Aykroyd,Justin Timberlake,0,0,0,0
Intruders,5.7,Drama,Adam Schindler,Rory Culkin,Leticia Jimenez,0,0,0,0
Beautiful & Twisted,5.6,Crime,Christopher Zalla,Rob Lowe,Paz Vega,0,0,0,0
And Then We Danced,7.7,Drama,Levan Akin,Levan Gelbakhiani,Bachi Valishvili,0,0,0,0
The Closet,5.7,Horror,Kwang-bin Kim,Jung-woo Ha,Yool Heo,0,0,0,0
Losin' It,4.9,Comedy,Curtis Hanson,Tom Cruise,Jackie Earle Haley,0,0,0,0
Exorcist: The Beginning,5.2,Horror,Renny Harlin,Stellan SkarsgÃ¥rd,Izabella Scorupco,0,0,0,0
The Triplets of Belleville,7.8,Animation,Sylvain Chomet,MichÃ¨le Caucheteux,Jean-Claude Donda,0,0,0,0
12 Rounds,5.6,Action,Renny Harlin,John Cena,Ashley Scott,0,0,0,0
Dark River,5.8,Drama,Clio Barnard,Ruth Wilson,Jonah Russell,0,0,0,0
Viking,4.5,Action,Andrey Kravchuk,Anton Adasinsky,Aleksandr Armer,0,0,0,0
Wolf Creek 2,6.1,Horror,Greg McLean,John Jarratt,Ryan Corr,0,0,0,0
Money Talks,6.2,Action,Brett Ratner,Charlie Sheen,Chris Tucker,0,0,0,0
Untamed Heart,6.8,Drama,Tony Bill,Christian Slater,Marisa Tomei,0,0,0,0
Greenberg,6.1,Comedy,Noah Baumbach,Ben Stiller,Greta Gerwig,0,0,0,0
Deadfall,6.3,Crime,Stefan Ruzowitzky,Eric Bana,Olivia Wilde,0,0,0,0
MÃ¶bius,6.1,Drama,Eric Rochant,Jean Dujardin,CÃ©cile de France,0,0,0,0
Stuart Little 2,5.5,Animation,Rob Minkoff,Michael J. Fox,Geena Davis,0,0,0,0
Wer,5.9,Action,William Brent Bell,A.J. Cook,Brian Scott O'Connor,0,0,0,0
Pieces of April,7,Comedy,Peter Hedges,Katie Holmes,Oliver Platt,0,0,0,0
Bad Country,5.8,Action,Chris Brinker,Matt Dillon,Willem Dafoe,0,0,0,0
"Tomorrow, When the War Began",6.2,Action,Stuart Beattie,Caitlin Stasey,Rachel Hurd-Wood,0,0,0,0
Night of the Demons,4.7,Action,Adam Gierasch,Tatyana Kanavka,Michael Arata,0,0,0,0
Stone,5.4,Drama,John Curran,Edward Norton,Milla Jovovich,0,0,0,0
Baby,8,Action,Neeraj Pandey,Akshay Kumar,Danny Denzongpa,0,0,0,0
Buried Alive,6.5,Horror,Frank Darabont,Tim Matheson,Jennifer Jason Leigh,0,0,0,0
Breathe In,6.4,Drama,Drake Doremus,Felicity Jones,Guy Pearce,0,0,0,0
Porky's II: The Next Day,5.1,Comedy,Bob Clark,Dan Monahan,Wyatt Knight,0,0,0,0
Girlfriend's Day,5.2,Comedy,Michael Paul Stephenson,Bob Odenkirk,Amber Tamblyn,0,0,0,0
The Man Without a Face,6.7,Drama,Mel Gibson,Mel Gibson,Nick Stahl,0,0,0,0
Everybody's Fine,7.1,Adventure,Kirk Jones,Robert De Niro,Kate Beckinsale,0,0,0,0
The Forgiven,5.9,Thriller,Roland JoffÃ©,Forest Whitaker,Eric Bana,0,0,0,0
Jackie & Ryan,5.9,Drama,Ami Canaan Mann,Katherine Heigl,Ben Barnes,0,0,0,0
Blood on Her Name,5.6,Crime,Matthew Pope,Bethany Anne Lind,Will Patton,0,0,0,0
She's the One,6,Comedy,Edward Burns,Edward Burns,Jennifer Aniston,0,0,0,0
Above the Shadows,6,Drama,Claudia Myers,Olivia Thirlby,Alan Ritchson,0,0,0,0
Flu,6.6,Action,Sung-su Kim,Jang Hyuk,Soo Ae,0,0,0,0
Crossword Mysteries: A Puzzle to Die For,6.4,Crime,Don McCutcheon,Lacey Chabert,Brennan Elliott,0,0,0,0
Miranda,5,Comedy,Tinto Brass,Serena Grandi,Andrea Occhipinti,0,0,0,0
Yellowbeard,6,Action,Mel Damski,Graham Chapman,Peter Boyle,0,0,0,0
Sibyl,5.8,Drama,Justine Triet,Virginie Efira,AdÃ¨le Exarchopoulos,0,0,0,0
Rampart,5.8,Crime,Oren Moverman,Woody Harrelson,Ben Foster,0,0,0,0
Stranger by the Lake,6.9,Drama,Alain Guiraudie,Pierre Deladonchamps,Christophe Paou,0,0,0,0
Van Wilder 2: The Rise of Taj,4.9,Comedy,Mort Nathan,Kal Penn,Lauren Cohan,0,0,0,0
The Order,5.2,Horror,Brian Helgeland,Heath Ledger,Mark Addy,0,0,0,0
Sweet Virginia,6.2,Action,Jamie M. Dagg,Jon Bernthal,Christopher Abbott,0,0,0,0
Circle of Friends,6.6,Drama,Pat O'Connor,Chris O'Donnell,Minnie Driver,0,0,0,0
Dude,5.1,Comedy,Olivia Milch,Lucy Hale,Kathryn Prescott,0,0,0,0
The Special Relationship,6.7,Biography,Richard Loncraine,Michael Sheen,Demetri Goritsas,0,0,0,0
Maigret Sets a Trap,7.1,Crime,Ashley Pearce,Rowan Atkinson,Leo Staar,0,0,0,0
The Chase,5.9,Action,Adam Rifkin,Charlie Sheen,Kristy Swanson,0,0,0,0
Ernest Goes to Camp,5.6,Comedy,John R. Cherry III,Jim Varney,Victoria Racimo,0,0,0,0
The Last Legion,5.4,Action,Doug Lefler,Colin Firth,Ben Kingsley,0,0,0,0
Love Exposure,8.1,Action,Sion Sono,Takahiro Nishijima,Hikari Mitsushima,0,0,0,0
Evil Eye,4.7,Horror,Rajeev Dassani,Elan Dassani,Sunita Mani,0,0,0,0
Ladies in Lavender,7,Drama,Charles Dance,Judi Dench,Maggie Smith,0,0,0,0
Little Man Tate,6.6,Drama,Jodie Foster,Jodie Foster,Dianne Wiest,0,0,0,0
Wind Chill,5.8,Adventure,Gregory Jacobs,Emily Blunt,Ashton Holmes,0,0,0,0
Farming,5.9,Drama,Adewale Akinnuoye-Agbaje,Leke Adebayo,Ademola Adedoyin,0,0,0,0
Blue Chips,6.2,Drama,William Friedkin,Nick Nolte,Mary McDonnell,0,0,0,0
Garfield: A Tail of Two Kitties,5,Animation,Steven Rimdzius,Tim Hill,Jennifer Love Hewitt,0,0,0,0
The Pirates! Band of Misfits,6.7,Animation,Jeff Newitt,Peter Lord,Salma Hayek,0,0,0,0
The Comfort of Strangers,6.3,Drama,Paul Schrader,Christopher Walken,Rupert Everett,0,0,0,0
Cadet Kelly,5.5,Comedy,Larry Shaw,Hilary Duff,Christy Carlson Romano,0,0,0,0
Country Strong,6.3,Drama,Shana Feste,Garrett Hedlund,Gwyneth Paltrow,0,0,0,0
Not Without My Daughter,6.4,Drama,Brian Gilbert,Sally Field,Alfred Molina,0,0,0,0
Critters 3,4.5,Comedy,Kristine Peterson,John Calvin,Aimee Brooks,0,0,0,0
Heroic Losers,7.2,Adventure,SebastiÃ¡n Borensztein,Ricardo DarÃ­n,Luis Brandoni,0,0,0,0
The Indian Runner,7,Drama,Sean Penn,David Morse,Viggo Mortensen,0,0,0,0
Saving Grace,6.9,Comedy,Nigel Cole,Brenda Blethyn,Craig Ferguson,0,0,0,0
The Opposite of Sex,6.3,Comedy,Don Roos,Christina Ricci,Martin Donovan,0,0,0,0
The Windermere Children,7.2,Drama,Michael Samuels,Thomas Kretschmann,Romola Garai,0,0,0,0
S1m0ne,6.1,Comedy,Andrew Niccol,Al Pacino,Catherine Keener,0,0,0,0
Trance,7.3,Drama,Anwar Rasheed,Fahadh Faasil,Dileesh Pothan,0,0,0,0
Fireproof,6.6,Drama,Alex Kendrick,Kirk Cameron,Erin Bethea,0,0,0,0
The Three Burials of Melquiades Estrada,7.4,Adventure,Tommy Lee Jones,Tommy Lee Jones,Barry Pepper,0,0,0,0
Twixt,4.8,Comedy,Francis Ford Coppola,Val Kilmer,Bruce Dern,0,0,0,0
Snow Steam Iron,7.5,Short,Zack Snyder,Samantha Win,Wesley Coller,0,0,0,0
Candyman: Farewell to the Flesh,5.3,Horror,Bill Condon,Tony Todd,Kelly Rowan,0,0,0,0
The Out-of-Towners,5.5,Comedy,Sam Weisman,Steve Martin,Goldie Hawn,0,0,0,0
It Could Happen to You,6.4,Comedy,Andrew Bergman,Nicolas Cage,Bridget Fonda,0,0,0,0
Dutch,6.5,Comedy,Peter Faiman,Ed O'Neill,Ethan Embry,0,0,0,0
Indochine,7.1,Drama,RÃ©gis Wargnier,Catherine Deneuve,Vincent Perez,0,0,0,0
Cirque du Freak: The Vampire's Assistant,5.8,Action,Paul Weitz,Chris Massoglia,John C. Reilly,0,0,0,0
Gorillas in the Mist,7,Biography,Michael Apted,Sigourney Weaver,Bryan Brown,0,0,0,0
Multiplicity,6.1,Comedy,Harold Ramis,Michael Keaton,Andie MacDowell,0,0,0,0
Assassin 33 A.D.,3,Sci-Fi,Jim Carroll,Morgan Roberts,Ilsa Levine,0,0,0,0
Take This Waltz,6.6,Comedy,Sarah Polley,Michelle Williams,Seth Rogen,0,0,0,0
The Furies,5.4,Action,Tony D'Aquino,Airlie Dodds,Linda Ngo,0,0,0,0
I Still See You,5.8,Fantasy,Scott Speer,Bella Thorne,Richard Harmon,0,0,0,0
Tales from the Hood,6.4,Crime,Rusty Cundieff,Clarence Williams III,Corbin Bernsen,0,0,0,0
Far from Men,7.2,Drama,David Oelhoffen,Viggo Mortensen,Reda Kateb,0,0,0,0
I Am Woman,6.6,Biography,Unjoo Moon,Evan Peters,Chris Parnell,0,0,0,0
Jack Frost,5.4,Comedy,Troy Miller,Michael Keaton,Kelly Preston,0,0,0,0
Easy Money II: Hard to Kill,6.3,Action,Bruce Axl Argeadson,Babak Najafi,Matias Varela,0,0,0,0
Beyond the Sea,6.7,Biography,Kevin Spacey,Kevin Spacey,Kate Bosworth,0,0,0,0
Suicide Kings,6.9,Comedy,Peter O'Fallon,Christopher Walken,Denis Leary,0,0,0,0
Blind Fury,6.4,Action,Phillip Noyce,Rutger Hauer,Terry O'Quinn,0,0,0,0
LBJ,6.5,Biography,Rob Reiner,Woody Harrelson,Michael Stahl-David,0,0,0,0
Uncovered,5.7,Thriller,Jim McBride,Kate Beckinsale,John Wood,0,0,0,0
Fire with Fire,5.6,Action,David Barrett,Josh Duhamel,Bruce Willis,0,0,0,0
Initial D,6.4,Action,Alan Mak,Andrew Lau,Anthony Chau-Sang Wong,0,0,0,0
24: Redemption,7.5,Action,Jon Cassar,Kiefer Sutherland,Cherry Jones,0,0,0,0
"War, Inc.",5.6,Action,Joshua Seftel,John Cusack,Marisa Tomei,0,0,0,0
